method,trajectory_id,seed,final_best_fitness,nominal_fitness,optimized_fitness,improvement_ratio,absolute_DH_error_mean,theta_error,d_error,a_error,alpha_error,runtime_total,runtime_per_measurement,mean_Dx,min_Dx,mean_Dv,min_Dv,max_Dv,final_w,final_c1,final_c2,final_vmax_scale
PSO_topology_aging,smooth_sine,0,2.6412010192871094,0.015039737336337566,0.005282402504235506,2.847139596855501,0.004222690127789974,0.0054703690111637115,0.005466996692121029,0.003908725455403328,0.002044668421149254,19.202244758605957,0.038396234035491944,0.028658955097198485,0.022373016923666,0.003293730959901586,0.0017718891613185406,0.017030984163284302,nan,nan,nan,nan
PSO_topology_aging,smooth_sine,1,2.514434814453125,0.020959820598363876,0.005028869956731796,4.1678987085968355,0.008272039704024792,0.005591372959315777,0.002981289755553007,0.007596807554364204,0.016918689012527466,19.08260202407837,0.03815721940994263,0.027338646329939365,0.02215360291302204,0.0029633939758874476,0.0014260003808885813,0.01691136509180069,nan,nan,nan,nan
PSO_topology_aging,smooth_sine,2,2.597853183746338,0.012076321989297867,0.005195706617087126,2.3242886635635767,0.004300349857658148,0.0033976733684539795,0.004138568881899118,0.001685765921138227,0.007979391142725945,19.12072777748108,0.03823297166824341,0.014172573255375027,0.003981908783316612,0.0022667998526943846,0.0003087229561060667,0.016958868131041527,nan,nan,nan,nan
PSO_topology_aging,smooth_sine,3,2.627309799194336,0.017525101080536842,0.005254619754850864,3.3351796891408436,0.004922032356262207,0.006101987324655056,0.0034570712596178055,0.0068486533127725124,0.0032804168295115232,20.738094568252563,0.041466744899749754,0.03418908265456557,0.02592361345887184,0.002766599128302187,0.0013208136660978198,0.01665554754436016,nan,nan,nan,nan
PSO_topology_aging,smooth_sine,4,2.783707618713379,0.02411685697734356,0.005567415617406368,4.331786709428139,0.006513053551316261,0.011216722428798676,0.0036366465501487255,0.004342991393059492,0.006855854298919439,19.12182855606079,0.038235061645507815,0.017207514345925302,0.002501476788893342,0.0022723565928288733,0.0003798877296503633,0.0163266621530056,nan,nan,nan,nan
PSO_topology_aging,smooth_sine,5,2.5702619552612305,0.024160508066415787,0.005140524357557297,4.700008478881426,0.003946654498577118,0.00798799842596054,0.0018985120113939047,0.002514051739126444,0.003386056749150157,19.154372215270996,0.03830031156539917,0.025028884487599136,0.018229825422167778,0.002680344915157184,0.0011667307699099183,0.01778559945523739,nan,nan,nan,nan
PSO_topology_aging,smooth_sine,6,2.610785484313965,0.011148199439048767,0.005221571307629347,2.135027711440022,0.00482947938144207,0.003986567258834839,0.005620991345494986,0.003989246673882008,0.00572111364454031,19.078497409820557,0.03814848136901856,0.02726259894669056,0.021022731438279152,0.002736409475840628,0.0010711499489843845,0.01648874580860138,nan,nan,nan,nan
PSO_topology_aging,smooth_sine,7,2.64738392829895,0.01267763040959835,0.005294768139719963,2.3943693236525485,0.004282986279577017,0.002582828514277935,0.003937622532248497,0.004183041863143444,0.006428453139960766,18.987388134002686,0.03796645069122315,0.01694465668424964,0.008759158663451672,0.002632296509342268,0.0007672237115912139,0.016791973263025284,nan,nan,nan,nan
PSO_topology_aging,smooth_sine,8,2.5084052085876465,0.01499839499592781,0.005016810726374388,2.9896274374231857,0.003170053008943796,0.005881709512323141,0.003226241562515497,0.0014644007897004485,0.002107860054820776,18.98026132583618,0.03795223903656006,0.023666417763009668,0.015261356718838215,0.0030360236790031195,0.0010280369315296412,0.01726483553647995,nan,nan,nan,nan
PSO_topology_aging,smooth_sine,9,2.5747947692871094,0.008242773823440075,0.005149589851498604,1.60066608431763,0.003432787489145994,0.0019983972888439894,0.0015843636356294155,0.0038383554201573133,0.0063100336119532585,18.99104595184326,0.03797346448898315,0.02191398031413555,0.01336941309273243,0.0030410978614352643,0.0011839545331895351,0.017781009897589684,nan,nan,nan,nan
PSO_topology_aging,smooth_sine,10,2.5651326179504395,0.01671908050775528,0.00513026537373662,3.2589114382552817,0.0037431090604513884,0.0061680031940341,0.0036820461973547935,0.0007833801209926605,0.004339006729424,19.247096061706543,0.038485665798187255,0.026447938065230846,0.01889043301343918,0.0027012251812499016,0.0012899369467049837,0.0170885156840086,nan,nan,nan,nan
PSO_topology_aging,smooth_sine,11,2.55081844329834,0.012740551494061947,0.0051016369834542274,2.4973457608572427,0.005121536087244749,0.004301324021071196,0.004519653972238302,0.001295928144827485,0.010369237512350082,19.09883403778076,0.03818910312652588,0.024525921019911766,0.015328029170632362,0.00279991576843895,0.0013578792568296194,0.017994942143559456,nan,nan,nan,nan
PSO_topology_aging,smooth_sine,12,2.6280999183654785,0.019283711910247803,0.005256200209259987,3.668755211469148,0.004929839633405209,0.006844524294137955,0.005581756588071585,0.0008046296425163746,0.006488447543233633,19.12597155570984,0.038243148803710936,0.029457111955434084,0.025289764627814293,0.0026550818762741983,0.0012450997019186616,0.01645047217607498,nan,nan,nan,nan
PSO_topology_aging,smooth_sine,13,2.500856876373291,0.011258515529334545,0.005001713987439871,2.250931492205779,0.004151551052927971,0.005876949988305569,0.0018965741619467735,0.001345197088085115,0.007487482391297817,19.086661338806152,0.038165006637573246,0.020768711825832724,0.01260431483387947,0.002945042434055358,0.0009950498351827264,0.016893211752176285,nan,nan,nan,nan
PSO_topology_aging,smooth_sine,14,2.6584649085998535,0.013951691798865795,0.005316929891705513,2.6240127447666057,0.007751087658107281,0.006475020200014114,0.004113520495593548,0.004910615738481283,0.01550519373267889,19.17874050140381,0.03834910345077515,0.029155275946110486,0.022474881261587143,0.0030716820898931472,0.0013010748662054539,0.01720689982175827,nan,nan,nan,nan
PSO_topology_aging,smooth_sine,15,2.638540267944336,0.010152979753911495,0.005277080927044153,1.9239765116883427,0.005174655932933092,0.004414277616888285,0.003881637006998062,0.005049644969403744,0.007353064604103565,19.173340559005737,0.03833806371688843,0.026394804371893406,0.0161686223000288,0.0033209705208428206,0.001869375235401094,0.016874246299266815,nan,nan,nan,nan
PSO_topology_aging,smooth_sine,16,2.497048854827881,0.015258131548762321,0.004994098097085953,3.0552326470450017,0.0048011187463998795,0.008098187856376171,0.0056689465418457985,0.002130516804754734,0.0033068235497921705,19.128092050552368,0.03824792718887329,0.028951962066441773,0.018108975142240524,0.0030696561980992553,0.00165451318025589,0.017168402671813965,nan,nan,nan,nan
PSO_topology_aging,smooth_sine,17,2.5376322269439697,0.02239331603050232,0.005075264722108841,4.412245913588049,0.0038702692836523056,0.0017155221430584788,0.0053892433643341064,0.0013929884880781174,0.0069833239540457726,19.121522903442383,0.03823446369171143,0.030844746050238608,0.024489818140864372,0.0029299182299757378,0.0008123574079945683,0.01654677465558052,nan,nan,nan,nan
PSO_topology_aging,smooth_sine,18,2.6241416931152344,0.010779408738017082,0.005248283501714468,2.053892236289398,0.005256004631519318,0.006130632013082504,0.0007148481672629714,0.002955552889034152,0.01122298464179039,20.500953435897827,0.04099277019500733,0.023883257932215927,0.018095482140779495,0.0027059124067192897,0.0007108224090188742,0.01657847687602043,nan,nan,nan,nan
PSO_topology_aging,smooth_sine,19,2.607870101928711,0.014590555801987648,0.005215740296989679,2.79740841590766,0.0054171583615243435,0.007787469774484634,0.003023183671757579,0.005276334937661886,0.005581643432378769,19.011246919631958,0.0380134768486023,0.021195328096300363,0.01405220478773117,0.002780604194337502,0.0012935071717947721,0.018269533291459084,nan,nan,nan,nan
PSO_topology_aging,multi_frequency,0,2.6769094467163086,0.015084384009242058,0.005353819113224745,2.8174997492876335,0.008034768514335155,0.01520681381225586,0.008096426725387573,0.004249091260135174,0.004586742725223303,19.04173731803894,0.038074402809143065,0.03386201538965106,0.029450461268424988,0.0028230184832587837,0.0010129889706149697,0.016480712220072746,nan,nan,nan,nan
PSO_topology_aging,multi_frequency,1,2.5604965686798096,0.020923959091305733,0.005120994057506323,4.08591747155721,0.0071592777967453,0.009989907965064049,0.004664057865738869,0.0039858631789684296,0.009997282177209854,19.026503801345825,0.03804423141479492,0.02274209002405405,0.013128441758453846,0.002928678578650579,0.0011513904901221395,0.017224479466676712,nan,nan,nan,nan
PSO_topology_aging,multi_frequency,2,2.6187849044799805,0.011951453983783722,0.005237570032477379,2.281870010267083,0.006185776554048061,0.009291940368711948,0.005222010426223278,0.001453364035114646,0.008775792084634304,19.011666536331177,0.03801463174819946,0.023774963238835333,0.019100535660982132,0.0026152612585574387,0.0010850748512893915,0.016898639500141144,nan,nan,nan,nan
PSO_topology_aging,multi_frequency,3,2.5954787731170654,0.01765170320868492,0.005190957337617874,3.400471639550263,0.006351005285978317,0.009326275438070297,0.0051727620884776115,0.0031100723426789045,0.007794912904500961,19.038853406906128,0.038068974018096925,0.03313316368088126,0.026925085112452507,0.0033110340190120042,0.0015082848258316517,0.0168275348842144,nan,nan,nan,nan
PSO_topology_aging,multi_frequency,4,2.5995383262634277,0.02482086606323719,0.005199076142162085,4.774091662545877,0.0041063143871724606,0.007947714999318123,0.0044807433150708675,0.0018869636114686728,0.002109834924340248,19.19773006439209,0.0383867654800415,0.024378237695991994,0.016307562589645386,0.002840721006714739,0.0006245435797609389,0.01673416793346405,nan,nan,nan,nan
PSO_topology_aging,multi_frequency,5,2.569124698638916,0.02460472099483013,0.0051382496021687984,4.788541409986146,0.004014673177152872,0.007962445728480816,0.003248186782002449,0.002343872096389532,0.0025041881017386913,19.18593192100525,0.0383627119064331,0.016953602055460214,0.009831135161221027,0.0024103007720783355,0.0005665249773301184,0.017462072893977165,nan,nan,nan,nan
PSO_topology_aging,multi_frequency,6,2.589423179626465,0.011178993619978428,0.0051788464188575745,2.158587591876195,0.00586608424782753,0.008593745529651642,0.0027392623014748096,0.002795272273942828,0.009336058981716633,19.220993995666504,0.03843267822265625,0.028375701659917832,0.015860721468925476,0.003086653479700908,0.0014534711372107267,0.01721007376909256,nan,nan,nan,nan
PSO_topology_aging,multi_frequency,7,2.6448774337768555,0.012554533779621124,0.005289755761623383,2.3733673812887424,0.004549512639641762,0.005181037355214357,0.0028749729972332716,0.003690106328576803,0.006451933644711971,19.20683455467224,0.038405117988586424,0.019740824816003442,0.009815191850066185,0.002654945896472782,0.0006910973461344838,0.016218354925513268,nan,nan,nan,nan
PSO_topology_aging,multi_frequency,8,2.508732318878174,0.014980282634496689,0.005017464980483055,2.985627740854599,0.00399235263466835,0.0017150116618722677,0.00400951225310564,0.0069580948911607265,0.003286792663857341,19.339070796966553,0.03866934108734131,0.026577610404789447,0.02201664075255394,0.002980521037289873,0.0012520981254056096,0.016160879284143448,nan,nan,nan,nan
PSO_topology_aging,multi_frequency,9,2.502326488494873,0.00820223055779934,0.005004653241485357,1.6389208526593055,0.00551547622308135,0.004013419151306152,0.00395370926707983,0.005145452916622162,0.008949323557317257,19.302375555038452,0.0385956072807312,0.02257773011121899,0.005061333999037743,0.002787907147780061,0.0008768935222178698,0.018299128860235214,nan,nan,nan,nan
PSO_topology_aging,multi_frequency,10,2.526460647583008,0.016599440947175026,0.005052921362221241,3.285117609643145,0.0015710683073848486,0.0012141121551394463,0.0013691477943211794,0.0014945364091545343,0.0022064768709242344,19.21959114074707,0.03843105745315552,0.02398661318272352,0.01856347918510437,0.002900091842096299,0.0011033397167921066,0.016478469595313072,nan,nan,nan,nan
PSO_topology_aging,multi_frequency,11,2.523204803466797,0.013071049004793167,0.005046410020440817,2.5901678523639617,0.003393629565834999,0.004819212481379509,0.003267265623435378,0.0016666869632899761,0.003821353428065777,19.21414089202881,0.038419739246368406,0.022718953542411328,0.01761651411652565,0.0026118476546835153,0.0005944017320871353,0.01739872619509697,nan,nan,nan,nan
PSO_topology_aging,multi_frequency,12,2.573166847229004,0.018945185467600822,0.005146333947777748,3.681297339008012,0.006679730489850044,0.010421859100461006,0.005489022936671972,0.0015516942366957664,0.009256348013877869,19.20271396636963,0.0383967456817627,0.021669511694833637,0.009266974404454231,0.0027652369643328713,0.0009019157732836902,0.016276948153972626,nan,nan,nan,nan
PSO_topology_aging,multi_frequency,13,2.546400547027588,0.01104850322008133,0.005092801991850138,2.16943506497247,0.004679719917476177,0.0023052345495671034,0.0015322626568377018,0.004148653708398342,0.01073272805660963,19.178842067718506,0.03834918212890625,0.03438314804062247,0.028572112321853638,0.0027993678386788816,0.001035416265949607,0.01657172664999962,nan,nan,nan,nan
PSO_topology_aging,multi_frequency,14,2.6013553142547607,0.013483589515089989,0.005202711559832096,2.591646559688413,0.0036764871329069138,0.0064644524827599525,0.003161784028634429,0.0014909071614965796,0.0035888063721358776,19.184695720672607,0.03836114883422852,0.0217801992200315,0.013992120511829853,0.0027344517714809626,0.001267719198949635,0.017111819237470627,nan,nan,nan,nan
PSO_topology_aging,multi_frequency,15,2.642218589782715,0.010137712582945824,0.005284437909722328,1.9184088745360075,0.006113450508564711,0.008039622567594051,0.00832509808242321,0.0027493727393448353,0.00533970957621932,19.186219930648804,0.03836404800415039,0.016606859698356128,0.0008276182343252003,0.0025552702372544445,0.0002755627501755953,0.016825133934617043,nan,nan,nan,nan
PSO_topology_aging,multi_frequency,16,2.4904844760894775,0.01593276485800743,0.004980969708412886,3.1987275150653702,0.00512833334505558,0.007101485040038824,0.005761316977441311,0.0028340972494333982,0.004816433880478144,19.147355318069458,0.038286335945129396,0.033771061873435974,0.02677958644926548,0.002734914358658716,0.0010090554133057594,0.016866842284798622,nan,nan,nan,nan
PSO_topology_aging,multi_frequency,17,2.5043792724609375,0.022828133776783943,0.00500875897705555,4.557642697793316,0.00554213672876358,0.008396691642701626,0.004302973859012127,0.0017437124624848366,0.007725169416517019,19.277950763702393,0.03854739284515381,0.032383213878422974,0.02682911977171898,0.0032481724073179065,0.0018337885849177837,0.016891151666641235,nan,nan,nan,nan
PSO_topology_aging,multi_frequency,18,2.5976920127868652,0.011078739538788795,0.005195384379476309,2.1324196112522333,0.004038226790726185,0.005098657216876745,0.0034026820212602615,0.0011716000735759735,0.0064799669198691845,19.910857439041138,0.03981265115737915,0.01699789616242051,0.008188634179532528,0.0027031279118964447,0.0006810944178141654,0.01591108739376068,nan,nan,nan,nan
PSO_topology_aging,multi_frequency,19,2.580756664276123,0.014754727482795715,0.0051615131087601185,2.8586050586123664,0.005624234676361084,0.01143584679812193,0.0031125484965741634,0.0012725768610835075,0.00667596748098731,18.951179265975952,0.03789407157897949,0.017682608892023565,0.013707885518670082,0.0026327216354198753,0.0010649868054315448,0.018035314977169037,nan,nan,nan,nan
PSO_topology_aging,slow_sine,0,2.7311081886291504,0.015345421619713306,0.005462216679006815,2.8093762150979953,0.009252050891518593,0.01593182608485222,0.0046865856274962425,0.003975587897002697,0.012414202094078064,18.966607093811035,0.03792489242553711,0.037045242720842364,0.0335458442568779,0.003061169071402401,0.0015901976730674505,0.017057975754141808,nan,nan,nan,nan
PSO_topology_aging,slow_sine,1,2.516104221343994,0.022914791479706764,0.005032208748161793,4.553624983875574,0.007577597163617611,0.009956007823348045,0.005693248473107815,0.008259343914687634,0.0064017875120043755,19.00229573249817,0.037997277736663816,0.034403848479688165,0.030455131083726883,0.0036674007486552,0.0020441999658942223,0.017123859375715256,nan,nan,nan,nan
PSO_topology_aging,slow_sine,2,2.6904075145721436,0.012781606987118721,0.005380815360695124,2.375403378544385,0.006816025823354721,0.004750116262584925,0.004241466987878084,0.004502925090491772,0.013769595883786678,19.11436152458191,0.038220316410064695,0.02944972338527441,0.02488517388701439,0.0029612104580271988,0.001479719765484333,0.01675669103860855,nan,nan,nan,nan
PSO_topology_aging,slow_sine,3,2.628833293914795,0.016669724136590958,0.005257667042315006,3.170555305695262,0.003816817654296756,0.0034918400924652815,0.0028998530469834805,0.005714519880712032,0.0031610573641955853,19.112610578536987,0.03821646785736084,0.03898376295119524,0.034635379910469055,0.0033534189183264972,0.0020589500200003386,0.01679662987589836,nan,nan,nan,nan
PSO_topology_aging,slow_sine,4,2.7099664211273193,0.027573073282837868,0.00541993323713541,5.087345558782386,0.007226898334920406,0.010690117254853249,0.009322413243353367,0.004101162776350975,0.00479389913380146,19.11654019355774,0.03822468376159668,0.03835788009017706,0.036127641797065735,0.0031546995552722366,0.0014398021157830954,0.016996795311570168,nan,nan,nan,nan
PSO_topology_aging,slow_sine,5,2.6732425689697266,0.02233785204589367,0.005346484947949648,4.178044502764406,0.006933786906301975,0.013721277937293053,0.003621729090809822,0.004252461716532707,0.006139679811894894,19.02379870414734,0.03803971242904663,0.03653484453111887,0.03367295861244202,0.0031010381180793046,0.001783026847988367,0.018204180523753166,nan,nan,nan,nan
PSO_topology_aging,slow_sine,6,2.6964683532714844,0.010013172402977943,0.005392936989665031,1.8567197099033574,0.0073772938922047615,0.006192163564264774,0.0049000512808561325,0.007295896764844656,0.01112106442451477,19.053667783737183,0.038098281860351565,0.0280947420604527,0.021005786955356598,0.0029332878068089483,0.0014669029042124748,0.017253819853067398,nan,nan,nan,nan
PSO_topology_aging,slow_sine,7,2.7960829734802246,0.0134307025000453,0.005592165980488062,2.401699546634902,0.006631552241742611,0.008710197173058987,0.004495988599956036,0.005760615225881338,0.007559408899396658,19.00447416305542,0.038000303268432616,0.03278215259984136,0.027289435267448425,0.0032421969686634838,0.0014241297030821443,0.017266033217310905,nan,nan,nan,nan
PSO_topology_aging,slow_sine,8,2.595210552215576,0.012190083041787148,0.005190421361476183,2.3485729178488555,0.0045323423109948635,0.004710768349468708,0.004864411428570747,0.0025030849501490593,0.006051103584468365,19.060184001922607,0.038111690044403075,0.02962531183809042,0.026942603290081024,0.0028926128603052347,0.0017376253381371498,0.017420396208763123,nan,nan,nan,nan
PSO_topology_aging,slow_sine,9,2.603482723236084,0.008823462761938572,0.005206965375691652,1.6945499202146188,0.007248888723552227,0.01168751996010542,0.007362870033830404,0.0036178864538669586,0.006327278912067413,19.12909698486328,0.038249510765075684,0.031117674519121646,0.028205346316099167,0.0031652745476923884,0.001785396016202867,0.01707657054066658,nan,nan,nan,nan
PSO_topology_aging,slow_sine,10,2.6509928703308105,0.015985364094376564,0.005301985424011946,3.0149769974811886,0.0051263486966490746,0.004222232848405838,0.003546725958585739,0.004381011240184307,0.008355425670742989,19.154568195343018,0.03830032920837402,0.03680259694457054,0.03321276232600212,0.003348834137478843,0.00176970474421978,0.0173882357776165,nan,nan,nan,nan
PSO_topology_aging,slow_sine,11,2.60856556892395,0.014225959777832031,0.0052171312272548676,2.726778215490163,0.006011764518916607,0.00822774600237608,0.004693580791354179,0.005638024769723415,0.005487705580890179,19.203904628753662,0.038400006294250486,0.032914096929878,0.02434375509619713,0.0033628416230902076,0.0020667456556111574,0.0173269584774971,nan,nan,nan,nan
PSO_topology_aging,slow_sine,12,2.6749963760375977,0.015596545301377773,0.005349992774426937,2.9152460496637573,0.009229391813278198,0.010860346257686615,0.006290670484304428,0.005874974187463522,0.01389157772064209,19.015876293182373,0.03802332496643066,0.03588253718987107,0.029284987598657608,0.0029506790815852584,0.0012954659759998322,0.01770220696926117,nan,nan,nan,nan
PSO_topology_aging,slow_sine,13,2.53776216506958,0.00993469450622797,0.005075524561107159,1.957372954582028,0.004984221421182156,0.006890909280627966,0.004838304594159126,0.002720564603805542,0.005487108137458563,19.006468057632446,0.0380046968460083,0.02550810657516122,0.018699834123253822,0.003202424626238644,0.001664518378674984,0.016561098396778107,nan,nan,nan,nan
PSO_topology_aging,slow_sine,14,2.7544984817504883,0.014019730500876904,0.0055089970119297504,2.544878944482477,0.00738978898152709,0.008571472018957138,0.005102767609059811,0.004213282372802496,0.011671635322272778,19.076595067977905,0.038144741535186766,0.028856911932677032,0.026391716673970222,0.0029513838726095854,0.0014580967836081982,0.016877848654985428,nan,nan,nan,nan
PSO_topology_aging,slow_sine,15,2.7390851974487305,0.010914337821304798,0.005478170700371265,1.9923325537419114,0.00647122785449028,0.008570983074605465,0.007528184913098812,0.002802676521241665,0.006983066909015179,19.006826877593994,0.0380052661895752,0.025896695010364054,0.021698154509067535,0.00275461664032191,0.001408525975421071,0.017158329486846924,nan,nan,nan,nan
PSO_topology_aging,slow_sine,16,2.5578057765960693,0.017141886055469513,0.00511561194434762,3.35089647963037,0.006861618719995022,0.008735226467251778,0.004189811646938324,0.006658382713794708,0.007863054983317852,19.052345514297485,0.0380964126586914,0.021590599854290484,0.019267231225967407,0.0027323385896161198,0.0012791920453310013,0.016920797526836395,nan,nan,nan,nan
PSO_topology_aging,slow_sine,17,2.5595545768737793,0.02423805370926857,0.0051191095262765884,4.7348183477719505,0.007590012159198523,0.006286310032010078,0.006652049720287323,0.00294449832290411,0.014477191492915154,19.048839330673218,0.03808924102783203,0.041427069045603275,0.03493044525384903,0.003099530021008104,0.0018432473298162222,0.016342002898454666,nan,nan,nan,nan
PSO_topology_aging,slow_sine,18,2.705836296081543,0.013724785298109055,0.005411672871559858,2.5361446679893325,0.006441829260438681,0.005452129058539867,0.004936538636684418,0.0036838194355368614,0.011694831773638725,19.08581280708313,0.038162517070770265,0.03135328964367509,0.029095962643623352,0.003040247856499627,0.001415369799360633,0.016737928614020348,nan,nan,nan,nan
PSO_topology_aging,slow_sine,19,2.610185146331787,0.016367118805646896,0.00522037036716938,3.13524092247914,0.00827912800014019,0.00813986361026764,0.007010323461145163,0.004198604263365269,0.013767722062766552,19.099989414215088,0.03819130706787109,0.03449900912344456,0.03242035210132599,0.003197319978196174,0.0016611556056886911,0.01720401458442211,nan,nan,nan,nan
PSO_topology_aging,aggressive_sine,0,2.6413583755493164,0.015385807491838932,0.005282716825604439,2.9124800741290002,0.0030462127178907394,0.003199814585968852,0.0041655199602246284,0.0014269694220274687,0.0033925469033420086,19.016013622283936,0.03802340459823608,0.016659232950210573,0.0076087163761258125,0.0024780492877820508,0.000770256039686501,0.016224678605794907,nan,nan,nan,nan
PSO_topology_aging,aggressive_sine,1,2.502523422241211,0.02204652689397335,0.005005046725273132,4.404859355787581,0.003086274955421686,0.0014244241174310446,0.004771440289914608,0.004107906948775053,0.0020413289312273264,19.068132162094116,0.03812706708908081,0.01767501358166337,0.012652684934437275,0.0022749162768945096,0.0007809533271938562,0.01711970940232277,nan,nan,nan,nan
